Input,Output
to show _BLANKP_ co localization with _BLANKL_ we transformed the pi p _METHOD_ _PROTEIN_ lines with p _BLANKM_ _BLANKP_ a fluorescently tagged isoform of tubulin .,Y
transgenic p _METHOD_ _PROTEIN_ lines were then transformed with p _BLANKM_ ha _BLANKP_ .,Y
to show _PROTEIN_ co localization with _LOCATION_ we transformed the pi p _BLANKM_ _BLANKP_ lines with p _BLANKM_ _BLANKP_ a fluorescently tagged isoform of tubulin .,Y
localization of _METHOD_ _PROTEIN_ and _BLANKM_ _BLANKP_ in day old dark grown hypocotyls was determined using a leica tcs confocal microscope with leica las af software and a leica spinning disc confocal microscope with the yokogawa csux confocal scanner .,Y
a large portion of the _BLANKM_ _BLANKP_ punctae co localized with _METHOD_ _PROTEIN_ _LOCATION_ .,Y
figure _METHOD_ _PROTEIN_ co localizes with _LOCATION_ .,Y
to show _BLANKP_ co localization with _BLANKL_ we transformed the pi p _BLANKM_ _BLANKP_ lines with p _METHOD_ _PROTEIN_ a fluorescently tagged isoform of tubulin .,Y
a large portion of the _METHOD_ _PROTEIN_ punctae co localized with _BLANKM_ _BLANKP_ _LOCATION_ .,Y
transgenic p _BLANKM_ _BLANKP_ lines were then transformed with p _METHOD_ ha _PROTEIN_ .,Y
localization of _BLANKM_ _BLANKP_ and _METHOD_ _PROTEIN_ in day old dark grown hypocotyls was determined using a leica tcs confocal microscope with leica las af software and a leica spinning disc confocal microscope with the yokogawa csux confocal scanner .,Y
microscopy to monitor protein expression and localization the promoter region was fused with _METHOD_ _PROTEIN_ in the backbone of to create .,Y
to show _PROTEIN_ co localization with _LOCATION_ we transformed the pi p _METHOD_ _BLANKP_ lines with p _BLANKM_ _BLANKP_ a fluorescently tagged isoform of tubulin .,N
to show _PROTEIN_ co localization with _BLANKL_ we transformed the pi p _METHOD_ _BLANKP_ lines with p _BLANKM_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _BLANKM_ _BLANKP_ punctae co localized with _BLANKM_ _BLANKP_ _LOCATION_ .,N
to show _PROTEIN_ co localization with _LOCATION_ we transformed the pi p _BLANKM_ _BLANKP_ lines with p _METHOD_ _BLANKP_ a fluorescently tagged isoform of tubulin .,N
to show _PROTEIN_ co localization with _BLANKL_ we transformed the pi p _BLANKM_ _BLANKP_ lines with p _METHOD_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _BLANKM_ _BLANKP_ punctae co localized with _BLANKM_ _BLANKP_ _LOCATION_ .,N
to show _PROTEIN_ co localization with _LOCATION_ we transformed the pi p _BLANKM_ _BLANKP_ lines with p _BLANKM_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _METHOD_ _BLANKP_ punctae co localized with _BLANKM_ _BLANKP_ _BLANKL_ .,N
to show _PROTEIN_ co localization with _BLANKL_ we transformed the pi p _BLANKM_ _BLANKP_ lines with p _BLANKM_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _METHOD_ _BLANKP_ punctae co localized with _BLANKM_ _BLANKP_ _LOCATION_ .,N
to show _PROTEIN_ co localization with _LOCATION_ we transformed the pi p _BLANKM_ _BLANKP_ lines with p _BLANKM_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _BLANKM_ _BLANKP_ punctae co localized with _METHOD_ _BLANKP_ _BLANKL_ .,N
to show _PROTEIN_ co localization with _BLANKL_ we transformed the pi p _BLANKM_ _BLANKP_ lines with p _BLANKM_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _BLANKM_ _BLANKP_ punctae co localized with _METHOD_ _BLANKP_ _LOCATION_ .,N
to show _BLANKP_ co localization with _LOCATION_ we transformed the pi p _METHOD_ _PROTEIN_ lines with p _BLANKM_ _BLANKP_ a fluorescently tagged isoform of tubulin .,N
to show _BLANKP_ co localization with _BLANKL_ we transformed the pi p _METHOD_ _PROTEIN_ lines with p _BLANKM_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _BLANKM_ _BLANKP_ punctae co localized with _BLANKM_ _BLANKP_ _LOCATION_ .,N
to show _BLANKP_ co localization with _LOCATION_ we transformed the pi p _BLANKM_ _PROTEIN_ lines with p _METHOD_ _BLANKP_ a fluorescently tagged isoform of tubulin .,N
to show _BLANKP_ co localization with _BLANKL_ we transformed the pi p _BLANKM_ _PROTEIN_ lines with p _METHOD_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _BLANKM_ _BLANKP_ punctae co localized with _BLANKM_ _BLANKP_ _LOCATION_ .,N
to show _BLANKP_ co localization with _LOCATION_ we transformed the pi p _BLANKM_ _PROTEIN_ lines with p _BLANKM_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _METHOD_ _BLANKP_ punctae co localized with _BLANKM_ _BLANKP_ _BLANKL_ .,N
to show _BLANKP_ co localization with _BLANKL_ we transformed the pi p _BLANKM_ _PROTEIN_ lines with p _BLANKM_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _METHOD_ _BLANKP_ punctae co localized with _BLANKM_ _BLANKP_ _LOCATION_ .,N
to show _BLANKP_ co localization with _LOCATION_ we transformed the pi p _BLANKM_ _PROTEIN_ lines with p _BLANKM_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _BLANKM_ _BLANKP_ punctae co localized with _METHOD_ _BLANKP_ _BLANKL_ .,N
to show _BLANKP_ co localization with _BLANKL_ we transformed the pi p _BLANKM_ _PROTEIN_ lines with p _BLANKM_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _BLANKM_ _BLANKP_ punctae co localized with _METHOD_ _BLANKP_ _LOCATION_ .,N
to show _BLANKP_ co localization with _LOCATION_ we transformed the pi p _METHOD_ _BLANKP_ lines with p _BLANKM_ _PROTEIN_ a fluorescently tagged isoform of tubulin .,N
to show _BLANKP_ co localization with _BLANKL_ we transformed the pi p _METHOD_ _BLANKP_ lines with p _BLANKM_ _PROTEIN_ a fluorescently tagged isoform of tubulin . a large portion of the _BLANKM_ _BLANKP_ punctae co localized with _BLANKM_ _BLANKP_ _LOCATION_ .,N
to show _BLANKP_ co localization with _LOCATION_ we transformed the pi p _BLANKM_ _BLANKP_ lines with p _METHOD_ _PROTEIN_ a fluorescently tagged isoform of tubulin .,N
to show _BLANKP_ co localization with _BLANKL_ we transformed the pi p _BLANKM_ _BLANKP_ lines with p _METHOD_ _PROTEIN_ a fluorescently tagged isoform of tubulin . a large portion of the _BLANKM_ _BLANKP_ punctae co localized with _BLANKM_ _BLANKP_ _LOCATION_ .,N
to show _BLANKP_ co localization with _LOCATION_ we transformed the pi p _BLANKM_ _BLANKP_ lines with p _BLANKM_ _PROTEIN_ a fluorescently tagged isoform of tubulin . a large portion of the _METHOD_ _BLANKP_ punctae co localized with _BLANKM_ _BLANKP_ _BLANKL_ .,N
to show _BLANKP_ co localization with _BLANKL_ we transformed the pi p _BLANKM_ _BLANKP_ lines with p _BLANKM_ _PROTEIN_ a fluorescently tagged isoform of tubulin . a large portion of the _METHOD_ _BLANKP_ punctae co localized with _BLANKM_ _BLANKP_ _LOCATION_ .,N
to show _BLANKP_ co localization with _LOCATION_ we transformed the pi p _BLANKM_ _BLANKP_ lines with p _BLANKM_ _PROTEIN_ a fluorescently tagged isoform of tubulin . a large portion of the _BLANKM_ _BLANKP_ punctae co localized with _METHOD_ _BLANKP_ _BLANKL_ .,N
to show _BLANKP_ co localization with _BLANKL_ we transformed the pi p _BLANKM_ _BLANKP_ lines with p _BLANKM_ _PROTEIN_ a fluorescently tagged isoform of tubulin . a large portion of the _BLANKM_ _BLANKP_ punctae co localized with _METHOD_ _BLANKP_ _LOCATION_ .,N
to show _BLANKP_ co localization with _LOCATION_ we transformed the pi p _METHOD_ _BLANKP_ lines with p _BLANKM_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _BLANKM_ _PROTEIN_ punctae co localized with _BLANKM_ _BLANKP_ _BLANKL_ .,N
to show _BLANKP_ co localization with _BLANKL_ we transformed the pi p _METHOD_ _BLANKP_ lines with p _BLANKM_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _BLANKM_ _PROTEIN_ punctae co localized with _BLANKM_ _BLANKP_ _LOCATION_ .,N
to show _BLANKP_ co localization with _LOCATION_ we transformed the pi p _BLANKM_ _BLANKP_ lines with p _METHOD_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _BLANKM_ _PROTEIN_ punctae co localized with _BLANKM_ _BLANKP_ _BLANKL_ .,N
to show _BLANKP_ co localization with _BLANKL_ we transformed the pi p _BLANKM_ _BLANKP_ lines with p _METHOD_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _BLANKM_ _PROTEIN_ punctae co localized with _BLANKM_ _BLANKP_ _LOCATION_ .,N
to show _BLANKP_ co localization with _LOCATION_ we transformed the pi p _BLANKM_ _BLANKP_ lines with p _BLANKM_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _METHOD_ _PROTEIN_ punctae co localized with _BLANKM_ _BLANKP_ _BLANKL_ .,N
to show _BLANKP_ co localization with _LOCATION_ we transformed the pi p _BLANKM_ _BLANKP_ lines with p _BLANKM_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _BLANKM_ _PROTEIN_ punctae co localized with _METHOD_ _BLANKP_ _BLANKL_ .,N
a large portion of the _BLANKM_ _PROTEIN_ punctae co localized with _METHOD_ _BLANKP_ _LOCATION_ .,N
to show _BLANKP_ co localization with _LOCATION_ we transformed the pi p _METHOD_ _BLANKP_ lines with p _BLANKM_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _BLANKM_ _BLANKP_ punctae co localized with _BLANKM_ _PROTEIN_ _BLANKL_ .,N
to show _BLANKP_ co localization with _BLANKL_ we transformed the pi p _METHOD_ _BLANKP_ lines with p _BLANKM_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _BLANKM_ _BLANKP_ punctae co localized with _BLANKM_ _PROTEIN_ _LOCATION_ .,N
to show _BLANKP_ co localization with _LOCATION_ we transformed the pi p _BLANKM_ _BLANKP_ lines with p _METHOD_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _BLANKM_ _BLANKP_ punctae co localized with _BLANKM_ _PROTEIN_ _BLANKL_ .,N
to show _BLANKP_ co localization with _BLANKL_ we transformed the pi p _BLANKM_ _BLANKP_ lines with p _METHOD_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _BLANKM_ _BLANKP_ punctae co localized with _BLANKM_ _PROTEIN_ _LOCATION_ .,N
to show _BLANKP_ co localization with _LOCATION_ we transformed the pi p _BLANKM_ _BLANKP_ lines with p _BLANKM_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _METHOD_ _BLANKP_ punctae co localized with _BLANKM_ _PROTEIN_ _BLANKL_ .,N
a large portion of the _METHOD_ _BLANKP_ punctae co localized with _BLANKM_ _PROTEIN_ _LOCATION_ .,N
to show _BLANKP_ co localization with _LOCATION_ we transformed the pi p _BLANKM_ _BLANKP_ lines with p _BLANKM_ _BLANKP_ a fluorescently tagged isoform of tubulin . a large portion of the _BLANKM_ _BLANKP_ punctae co localized with _METHOD_ _PROTEIN_ _BLANKL_ .,N
