Input,Output
these results were obtained with plants expressing an endoplasmic reticulum marker the cytochrome c oxidase iv _BLANKL_ marker _BLANKP_ _BLANKM_ the _LOCATION_ aquaporin membrane marker _PROTEIN_ _METHOD_ and the rubisco marker respectively .,Y
_PROTEIN_ _METHOD_ surrounded two types of bodies one of which was identified as _LOCATION_ .,Y
for the _BLANKL_ marker _BLANKP_ _BLANKM_ the _BLANKL_ marker _BLANKM_ _BLANKP_ and the _LOCATION_ marker _PROTEIN_ _METHOD_ no fluorescence signal was detected in the sieve elements .,Y
observation of _LOCATION_ in the companion cells of a _PROTEIN_ _METHOD_ x _BLANKP_ _BLANKM_ plant .,Y
observation of _LOCATION_ in the companion cells of a _BLANKP_ _BLANKM_ x _PROTEIN_ _METHOD_ plant .,Y
by contrast in _PROTEIN_ _METHOD_ plants a reticulate organization lining the _LOCATION_ and surrounding bodies smaller than mitochondria was observed in the sieve elements .,Y
an example of this approach is provided by the analysis of a cross with the _METHOD_ _PROTEIN_ line which carries a _LOCATION_ marker .,Y
the larger bodies labeled by _PROTEIN_ _METHOD_ did not colocalize with mitotracker red .,Y
observation of the _LOCATION_ in the companion cells of a _PROTEIN_ _METHOD_ x er yfp plant .,Y
observation of _LOCATION_ in the companion cells of a _BLANKP_ _BLANKM_ x _PROTEIN_ _METHOD_ plant .,Y
for the _BLANKL_ marker _BLANKP_ _BLANKM_ or the _LOCATION_ marker _PROTEIN_ _METHOD_ the breakdown of the nucleus and tonoplast during differentiation of the sieve elements accounted for the absence of fluorescence .,Y
this observation was made on a cross between the _BLANKP_ _BLANKM_ and _PROTEIN_ _METHOD_ lines so the _LOCATION_ is shown in yellow in the overlay due to _BLANKP_ _BLANKM_ and _BLANKP_ _BLANKM_ fluorescence .,Y
_METHOD_ tagged _PROTEIN_ is found in the _LOCATION_ and _BLANKL_ of the companion cells .,Y
observation of _LOCATION_ in the companion cells of a _PROTEIN_ _METHOD_ x _BLANKP_ _BLANKM_ plant .,Y
for the _LOCATION_ marker _PROTEIN_ _METHOD_ the _BLANKL_ marker _BLANKM_ _BLANKP_ and the _BLANKL_ marker _BLANKP_ _BLANKM_ no fluorescence signal was detected in the sieve elements .,Y
for the _BLANKL_ marker _BLANKP_ _BLANKM_ the _LOCATION_ marker _METHOD_ _PROTEIN_ and the _BLANKL_ marker _BLANKP_ _BLANKM_ no fluorescence signal was detected in the sieve elements .,Y
observation of _LOCATION_ in the companion cells of a _BLANKP_ _BLANKM_ x _PROTEIN_ _METHOD_ plant .,Y
_METHOD_ tagged _PROTEIN_ is found in the _BLANKL_ and _LOCATION_ of the companion cells .,Y
