Input,Output
_PROTEIN_ _METHOD_ was predominantly localized with dots or seeds later elongated into bundled fibres around and inside the _LOCATION_ .,Y
and importin colocalized in the vicinity of the nuclei with the _PROTEIN_ decorated _LOCATION_ and in intranuclear foci .,Y
as early as after transformation expressed fusion protein showed diffused distribution in cytoplasm with accumulation in nuclei a later _PROTEIN_ signal was predominantly associated with dots and patches in _BLANKL_ and as fibrillar structures located inside the nuclei and in the _LOCATION_ area .,Y
the ectopic _LOCATION_ heavily decorated with _PROTEIN_ _METHOD_ were resistant to microtubular drugs .,Y
weak signal of _PROTEIN_ with _BLANKP_ in the _LOCATION_ of arabidopsis .,Y
these data showed that overexpressed _PROTEIN_ _METHOD_ protein was initially present in _BLANKL_ and patches and later _BLANKL_ were formed in _LOCATION_ and the _BLANKL_ area .,Y
sections from _LOCATION_ surface to the centre showed _BLANKL_ and _BLANKL_ and fibres decorated by _PROTEIN_ bar .,Y
these data showed that overexpressed _PROTEIN_ _METHOD_ protein was initially present in _BLANKL_ and patches and later _BLANKL_ were formed in _BLANKL_ and the _LOCATION_ area .,Y
weak signal of _BLANKP_ with _PROTEIN_ in the _LOCATION_ of arabidopsis .,Y
the _PROTEIN_ _METHOD_ signal was attached to filamentous structures reminiscent of _LOCATION_ that were arranged into cage like structures surrounding the nuclei .,Y
the extract from the a. thaliana cell culture expressing _BLANKP_ _BLANKM_ or co expressing _PROTEIN_ _METHOD_ and _BLANKP_ _BLANKM_ after centrifugation at g for were used directly or solubilized by np for at .,Y
_PROTEIN_ localization with ectopic _BLANKL_ and _LOCATION_ in arabidopsis cells overexpressing _BLANKP_ _BLANKM_ .,Y
arabidopsis columbia plants were transformed with _PROTEIN_ _METHOD_ using the floral dip method as described in et al .,Y
localization of _PROTEIN_ _METHOD_ and _BLANKP_ _BLANKM_ from the prophase until the early telophase in arabidopsis cells .,Y
the _PROTEIN_ _METHOD_ signal was present with _LOCATION_ in preprophase with kinetochore _BLANKL_ in metaphase and anaphase and with early _BLANKL_ in cytokinesis .,Y
more detailed analyses using imaris sectioning of nuclei of _PROTEIN_ _METHOD_ overexpressing cells confirmed the formation of fibrillar structures inside the _LOCATION_ in the vicinity of chromatin and also inside the _BLANKL_ .,Y
sections from _BLANKL_ surface to the centre showed _BLANKL_ and _LOCATION_ and fibres decorated by _PROTEIN_ bar .,Y
the _PROTEIN_ _METHOD_ signal was present with _BLANKL_ in preprophase with kinetochore _LOCATION_ in metaphase and anaphase and with early _BLANKL_ in cytokinesis .,Y
more detailed analyses using imaris sectioning of nuclei of _PROTEIN_ _METHOD_ overexpressing cells confirmed the formation of fibrillar structures inside the _BLANKL_ in the vicinity of chromatin and also inside the _LOCATION_ .,Y
the _PROTEIN_ _METHOD_ was observed in _LOCATION_ the _BLANKL_ region and in a cell cycle specific manner with _BLANKL_ .,Y
interaction of gfp with aurora kinase suggest that the _PROTEIN_ _METHOD_ fusion protein is functional .,Y
microscopic analysis of overexpressing cells showed that the dots of _PROTEIN_ _METHOD_ in interphase _LOCATION_ were formed within a period of d from transformation .,Y
these data showed that overexpressed _PROTEIN_ _METHOD_ protein was initially present in _LOCATION_ and patches and later _BLANKL_ were formed in _BLANKL_ and the _BLANKL_ area .,Y
the _PROTEIN_ _METHOD_ signal was present with _BLANKL_ in preprophase with kinetochore _BLANKL_ in metaphase and anaphase and with early _LOCATION_ in cytokinesis .,Y
localization of _BLANKP_ _BLANKM_ and _PROTEIN_ _METHOD_ from the prophase until the early telophase in arabidopsis cells .,Y
the extract from the a. thaliana cell culture expressing _PROTEIN_ _METHOD_ or co expressing _BLANKP_ _BLANKM_ and _BLANKP_ _BLANKM_ after centrifugation at g for were used directly or solubilized by np for at .,Y
these data showed that overexpressed _PROTEIN_ _METHOD_ protein was initially present in _BLANKL_ and patches and later _LOCATION_ were formed in _BLANKL_ and the _BLANKL_ area .,Y
showed that tubulin is localized with _PROTEIN_ and _BLANKP_ on _LOCATION_ .,Y
both c and n terminal _PROTEIN_ _METHOD_ fusion proteins showed similar localizations .,Y
