Input,Output
cells that subsequently die minutes post wounding indicating that _METHOD_ _PROTEIN_ aggregation is an early marker of cell death at wound sites .,Y
time lapse confocal imaging was used to characterize wound induced cell death using _METHOD_ _PROTEIN_ and markers of the _BLANKL_ and _LOCATION_ .,Y
following a puncture wound _METHOD_ _PROTEIN_ rapidly translocates from the _LOCATION_ to organelle associated aggregates in cells adjacent to and at a distance from wounds suggesting that the marker responds to,Y
local response we imaged cells in the direct vicinity of puncture wounds administered to hypocotyls or cotyledon tissue of transgenic _METHOD_ _PROTEIN_ plants .,Y
time lapse confocal imaging was used to characterize wound induced cell death using _METHOD_ _PROTEIN_ and markers of the _LOCATION_ and _BLANKL_ .,Y
wound induced aggregates the _METHOD_ _PROTEIN_ marker comprises a full length nitrilase fused to the c terminus of gfp .,Y
cells that subsequently die minutes post wounding indicating that _METHOD_ _PROTEIN_ aggregation is an early marker of cell death at wound sites . time lapse confocal imaging was used to characterize wound induced cell death using _BLANKM_ _BLANKP_ and markers of the _LOCATION_ and _BLANKL_ .,N
cells that subsequently die minutes post wounding indicating that _METHOD_ _PROTEIN_ aggregation is an early marker of cell death at wound sites . time lapse confocal imaging was used to characterize wound induced cell death using _BLANKM_ _BLANKP_ and markers of the _BLANKL_ and _LOCATION_ .,N
cells that subsequently die minutes post wounding indicating that _BLANKM_ _PROTEIN_ aggregation is an early marker of cell death at wound sites . time lapse confocal imaging was used to characterize wound induced cell death using _METHOD_ _BLANKP_ and markers of the _LOCATION_ and _BLANKL_ .,N
cells that subsequently die minutes post wounding indicating that _BLANKM_ _PROTEIN_ aggregation is an early marker of cell death at wound sites . time lapse confocal imaging was used to characterize wound induced cell death using _METHOD_ _BLANKP_ and markers of the _BLANKL_ and _LOCATION_ .,N
cells that subsequently die minutes post wounding indicating that _METHOD_ _BLANKP_ aggregation is an early marker of cell death at wound sites . time lapse confocal imaging was used to characterize wound induced cell death using _BLANKM_ _PROTEIN_ and markers of the _LOCATION_ and _BLANKL_ .,N
cells that subsequently die minutes post wounding indicating that _METHOD_ _BLANKP_ aggregation is an early marker of cell death at wound sites . time lapse confocal imaging was used to characterize wound induced cell death using _BLANKM_ _PROTEIN_ and markers of the _BLANKL_ and _LOCATION_ .,N
