Input,Output
_BLANKM_ _BLANKP_ co localizes with the _LOCATION_ marker _PROTEIN_ _METHOD_ in punctate structures .,Y
i many of the yfp punctae co localized with _BLANKP_ _BLANKM_ suggesting that at least a fraction of _METHOD_ _PROTEIN_ may accumulate at _LOCATION_ under these conditions .,Y
_METHOD_ _PROTEIN_ and _BLANKM_ _BLANKP_ co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ in punctate structures .,Y
therefore the trafficking properties of _METHOD_ _PROTEIN_ and _BLANKM_ _BLANKP_ were compared .,Y
plasmids encoding marker proteins were _BLANKM_ _BLANKP_ and _METHOD_ _PROTEIN_ _BLANKP_ _BLANKM_ and _BLANKP_ _BLANKM_ _BLANKM_ _BLANKP_ _BLANKP_ _BLANKM_ / _BLANKM_ _BLANKP_ _BLANKM_ and .,Y
therefore the trafficking properties of _BLANKM_ _BLANKP_ and _METHOD_ _PROTEIN_ were compared .,Y
rfp does not co localize with the _BLANKM_ marker _PROTEIN_ _METHOD_ upon expression .,Y
in both cases _METHOD_ _PROTEIN_ co localized extensively with the _LOCATION_ markers _BLANKM_ _BLANKP_ but not with the _BLANKL_ markers _BLANKP_ _BLANKM_ .,Y
recombinant plasmid production the coding sequences of red fluorescent protein cyan fluorescent protein/green fluorescent protein _BLANKM_ / _BLANKM_ _BLANKP_ or _BLANKM_ / _BLANKM_ _METHOD_ _PROTEIN_ were synthesized commercially de novo based on the sequences of _BLANKM_ / _BLANKM_ / _BLANKM_ / _BLANKM_ and that of the arabidopsis proteins _BLANKP_ _BLANKP_ and _BLANKP_ .,Y
_BLANKM_ _BLANKP_ and _METHOD_ _PROTEIN_ co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ in punctate structures .,Y
the punctae where both proteins co localize overlapped extensively with the _BLANKL_ marker _BLANKP_ _BLANKM_ but also with the _LOCATION_ marker _PROTEIN_ _METHOD_ .,Y
this treatment has been shown to redistribute _METHOD_ _PROTEIN_ partially to the _LOCATION_ apparatus .,Y
plasmids encoding marker proteins were _METHOD_ _PROTEIN_ and _BLANKM_ _BLANKP_ _BLANKP_ _BLANKM_ and _BLANKP_ _BLANKM_ _BLANKM_ _BLANKP_ _BLANKP_ _BLANKM_ / _BLANKM_ _BLANKP_ _BLANKM_ and .,Y
plasmids encoding marker proteins were _BLANKM_ _BLANKP_ and _BLANKM_ _BLANKP_ _PROTEIN_ _METHOD_ and _BLANKP_ _BLANKM_ _BLANKM_ _BLANKP_ _BLANKP_ _BLANKM_ / _BLANKM_ _BLANKP_ _BLANKM_ and .,Y
when co expressed with the gdp restricted mutant which causes relocalization of golgi markers to the er _METHOD_ _PROTEIN_ completely redistributed to the _LOCATION_ where it co localized with both _BLANKP_ _BLANKM_ and _BLANKP_ _BLANKM_ .,Y
_BLANKM_ _BLANKP_ and _BLANKM_ _BLANKP_ co localize with the _LOCATION_ marker _PROTEIN_ _METHOD_ in punctate structures .,Y
_BLANKM_ _BLANKP_ and _PROTEIN_ _METHOD_ relocalized to the _LOCATION_ upon co expression with the gdp mutant .,Y
in order to investigate if transiently expressed rfp also cycles between the _BLANKL_ and _LOCATION_ as does _METHOD_ _PROTEIN_ rfp was co expressed with the gtp restricted mutant which prevents copi mediated golgi er recycling .,Y
_METHOD_ _PROTEIN_ co localizes with the _LOCATION_ marker _BLANKP_ _BLANKM_ in punctate structures .,Y
_METHOD_ _PROTEIN_ co localizes partially with the _LOCATION_ marker _BLANKP_ _BLANKM_ in punctate structures upon overexpression .,Y
strikingly gfp did not significantly change the _LOCATION_ localization of _BLANKM_ _BLANKP_ or _METHOD_ _PROTEIN_ in contrast to gfp .,Y
_METHOD_ _PROTEIN_ and _BLANKP_ _BLANKM_ relocalized to the _LOCATION_ upon co expression with the gdp mutant .,Y
in both cases _BLANKM_ _BLANKP_ co localized extensively with the _BLANKL_ markers _BLANKM_ _BLANKP_ but not with the _LOCATION_ markers _PROTEIN_ _METHOD_ .,Y
in addition it was observed that _METHOD_ _PROTEIN_ showed its typical _BLANKL_ pattern but also localized to the same punctae under these conditions . the punctae where both proteins co localize overlapped extensively with the _LOCATION_ marker _BLANKP_ _BLANKM_ but also with the _BLANKL_ marker _BLANKP_ _BLANKM_ .,Y
plasmids encoding marker proteins were _BLANKM_ _BLANKP_ and _BLANKM_ _BLANKP_ _BLANKP_ _BLANKM_ and _BLANKP_ _BLANKM_ _BLANKM_ _BLANKP_ _BLANKP_ _BLANKM_ / _BLANKM_ _PROTEIN_ _METHOD_ and .,Y
rfp does not co localize with the _LOCATION_ marker _PROTEIN_ _METHOD_ .,Y
trafficking properties of proteins of the delta subfamily it was previously demonstrated that transiently expressed _METHOD_ _PROTEIN_ localizes to the _BLANKL_ at steady state but cycles between the er and _LOCATION_ .,Y
this suggests that _METHOD_ _PROTEIN_ is able to enhance the _BLANKL_ exit of _BLANKM_ _BLANKP_ and its transport to the _BLANKL_ apparatus as happens with _BLANKM_ _BLANKP_ .,Y
when _BLANKM_ _BLANKP_ or _BLANKM_ _PROTEIN_ was co expressed with to inhibit copii dependent er export both proteins were mainly localized to the _LOCATION_ together with the _BLANKL_ marker _BLANKP_ _BLANKM_ .,Y
