Input,Output
_PROTEIN_ is localized in the _LOCATION_ and interacts with calmodulin in vivo green fluorescent protein _BLANKM_ and _BLANKM_ fusion proteins were used to monitor the cellular distribution of _BLANKP_ and _BLANKP_ proteins respectively .,Y
_PROTEIN_ _METHOD_ expressed in,Y
upon co expression of _BLANKP_ _BLANKM_ and _PROTEIN_ _METHOD_ in tobacco leaves red fluorescence from the latter protein was equally distributed between the _LOCATION_ and the _BLANKL_ and was localized near the plasma membrane .,Y
and _PROTEIN_ _METHOD_ in addition to _BLANKP_ _BLANKM_ .,Y
_PROTEIN_ c _METHOD_ accumulated in the _LOCATION_ rather than in the cytosol of mesophyll protoplasts and epidermal cells .,Y
a _BLANKL_ localization sequence within the iq domain directs the c terminus of _BLANKP_ into the nucleus to monitor the cellular localization of the isolated c terminal fragment of _PROTEIN_ used before we fused it n terminally to _METHOD_ _BLANKP_ c _BLANKM_ .,Y
a _BLANKL_ localization sequence within the iq domain directs the c terminus of _BLANKP_ into the nucleus to monitor the cellular localization of the isolated c terminal fragment of _BLANKP_ used before we fused it n terminally to _BLANKM_ _PROTEIN_ c _METHOD_ .,Y
a _LOCATION_ localization sequence within the iq domain directs the c terminus of _PROTEIN_ into the nucleus to monitor the cellular localization of the isolated c terminal fragment of _BLANKP_ used before we fused it n terminally to _BLANKM_ _BLANKP_ c _BLANKM_ .,Y
similarly an n terminal fusion of gfp resulted in _LOCATION_ localization of _METHOD_ _PROTEIN_ .,Y
upon co expression of _BLANKP_ _BLANKM_ and _PROTEIN_ _METHOD_ in tobacco leaves red fluorescence from the latter protein was equally distributed between the _BLANKL_ and the _LOCATION_ and was localized near the plasma membrane .,Y
fluorescence of _PROTEIN_ _METHOD_ fusion proteins in is shown in green .,Y
gfp fluorescence was detected in the _LOCATION_ of mesophyll protoplasts and epidermal cells of nicotiana benthamiana expressing a _PROTEIN_ _METHOD_ fusion protein .,Y
_LOCATION_ and intracellular gfp fluorescence of _PROTEIN_ _METHOD_ fusion proteins or bifc signals from interaction with cam .,Y
and _BLANKP_ _BLANKM_ in addition to _PROTEIN_ _METHOD_ .,Y
_BLANKP_ is localized in the _BLANKL_ and interacts with calmodulin in vivo green fluorescent protein _METHOD_ and _BLANKM_ fusion proteins were used to monitor the cellular distribution of _PROTEIN_ and _BLANKP_ proteins respectively .,Y
_BLANKP_ is localized in the _BLANKL_ and interacts with calmodulin in vivo green fluorescent protein _BLANKM_ and _METHOD_ fusion proteins were used to monitor the cellular distribution of _BLANKP_ and _PROTEIN_ proteins respectively .,Y
_PROTEIN_ is localized in the _LOCATION_ and interacts with calmodulin in vivo green fluorescent protein _METHOD_ and _BLANKM_ fusion proteins were used to monitor the cellular distribution of _BLANKP_ and _BLANKP_ proteins respectively .,N
_PROTEIN_ is localized in the _BLANKL_ and interacts with calmodulin in vivo green fluorescent protein _METHOD_ and _BLANKM_ fusion proteins were used to monitor the cellular distribution of _BLANKP_ and _BLANKP_ proteins respectively . gfp fluorescence was detected in the _LOCATION_ of mesophyll protoplasts and epidermal cells of nicotiana benthamiana expressing a _BLANKP_ _BLANKM_ fusion protein .,N
_PROTEIN_ is localized in the _LOCATION_ and interacts with calmodulin in vivo green fluorescent protein _BLANKM_ and _METHOD_ fusion proteins were used to monitor the cellular distribution of _BLANKP_ and _BLANKP_ proteins respectively .,N
_PROTEIN_ is localized in the _BLANKL_ and interacts with calmodulin in vivo green fluorescent protein _BLANKM_ and _METHOD_ fusion proteins were used to monitor the cellular distribution of _BLANKP_ and _BLANKP_ proteins respectively . gfp fluorescence was detected in the _LOCATION_ of mesophyll protoplasts and epidermal cells of nicotiana benthamiana expressing a _BLANKP_ _BLANKM_ fusion protein .,N
_PROTEIN_ is localized in the _LOCATION_ and interacts with calmodulin in vivo green fluorescent protein _BLANKM_ and _BLANKM_ fusion proteins were used to monitor the cellular distribution of _BLANKP_ and _BLANKP_ proteins respectively . gfp fluorescence was detected in the _BLANKL_ of mesophyll protoplasts and epidermal cells of nicotiana benthamiana expressing a _BLANKP_ _METHOD_ fusion protein .,N
_PROTEIN_ is localized in the _BLANKL_ and interacts with calmodulin in vivo green fluorescent protein _BLANKM_ and _BLANKM_ fusion proteins were used to monitor the cellular distribution of _BLANKP_ and _BLANKP_ proteins respectively . gfp fluorescence was detected in the _LOCATION_ of mesophyll protoplasts and epidermal cells of nicotiana benthamiana expressing a _BLANKP_ _METHOD_ fusion protein .,N
_PROTEIN_ is localized in the _BLANKL_ and interacts with calmodulin in vivo green fluorescent protein _BLANKM_ and _BLANKM_ fusion proteins were used to monitor the cellular distribution of _BLANKP_ and _BLANKP_ proteins respectively . gfp fluorescence was detected in the _BLANKL_ of mesophyll protoplasts and epidermal cells of nicotiana benthamiana expressing a _BLANKP_ _METHOD_ fusion protein . similarly an n terminal fusion of gfp resulted in _LOCATION_ localization of _BLANKM_ _BLANKP_ .,N
