Input,Output
_PROTEIN_ _METHOD_ is inactive in mitotic recombination and confers a dominant negative phenotype as seen above the _BLANKP_ _BLANKM_ fusion protein is properly expressed and functional during meiosis .,Y
cloning of _PROTEIN_ and plant transformation for translational _METHOD_ fusions the genomic region without stop codon and a bp upstream sequence of was amplified inserted into and verified by sequencing .,Y
immunolocalisation of _PROTEIN_ _METHOD_ in _LOCATION_ of gfp plants fixed just before and or hours after gy gamma irradiation .,Y
heterozygotes carrying the _PROTEIN_ _METHOD_ and wild type col/ler hybrids were selected .,Y
analysis of meiotic recombination rate wild type and _PROTEIN_ _METHOD_ mutant plants were crossed with wild type landsberg erecta ecotype plants .,Y
irradiation induced _PROTEIN_ _METHOD_ foci are clearly visible in _LOCATION_ of the irradiated plants .,Y
figure _PROTEIN_ _METHOD_ is expressed in _LOCATION_ of meristematic cells in primary and lateral roots .,Y
_PROTEIN_ _METHOD_ fusion protein is present in the _LOCATION_ of primary root meristem and lateral root meristem cells .,Y
_BLANKP_ _BLANKM_ is inactive in mitotic recombination and confers a dominant negative phenotype as seen above the _PROTEIN_ _METHOD_ fusion protein is properly expressed and functional during meiosis .,Y
figure _PROTEIN_ _METHOD_ is expressed in _BLANKL_ of meristematic cells in primary and lateral roots . _BLANKP_ _BLANKM_ fusion protein is present in the _LOCATION_ of primary root meristem and lateral root meristem cells .,N
figure _PROTEIN_ _BLANKM_ is expressed in _LOCATION_ of meristematic cells in primary and lateral roots . _BLANKP_ _METHOD_ fusion protein is present in the _BLANKL_ of primary root meristem and lateral root meristem cells .,N
figure _PROTEIN_ _BLANKM_ is expressed in _BLANKL_ of meristematic cells in primary and lateral roots . _BLANKP_ _METHOD_ fusion protein is present in the _LOCATION_ of primary root meristem and lateral root meristem cells .,N
figure _BLANKP_ _METHOD_ is expressed in _LOCATION_ of meristematic cells in primary and lateral roots . _PROTEIN_ _BLANKM_ fusion protein is present in the _BLANKL_ of primary root meristem and lateral root meristem cells .,N
figure _BLANKP_ _METHOD_ is expressed in _BLANKL_ of meristematic cells in primary and lateral roots . _PROTEIN_ _BLANKM_ fusion protein is present in the _LOCATION_ of primary root meristem and lateral root meristem cells .,N
figure _BLANKP_ _BLANKM_ is expressed in _LOCATION_ of meristematic cells in primary and lateral roots . _PROTEIN_ _METHOD_ fusion protein is present in the _BLANKL_ of primary root meristem and lateral root meristem cells .,N
immunolocalisation of _PROTEIN_ _METHOD_ in _BLANKL_ of gfp plants fixed just before and or hours after gy gamma irradiation . irradiation induced _BLANKP_ _BLANKM_ foci are clearly visible in _LOCATION_ of the irradiated plants .,N
immunolocalisation of _PROTEIN_ _BLANKM_ in _LOCATION_ of gfp plants fixed just before and or hours after gy gamma irradiation . irradiation induced _BLANKP_ _METHOD_ foci are clearly visible in _BLANKL_ of the irradiated plants .,N
immunolocalisation of _PROTEIN_ _BLANKM_ in _BLANKL_ of gfp plants fixed just before and or hours after gy gamma irradiation . irradiation induced _BLANKP_ _METHOD_ foci are clearly visible in _LOCATION_ of the irradiated plants .,N
immunolocalisation of _BLANKP_ _METHOD_ in _LOCATION_ of gfp plants fixed just before and or hours after gy gamma irradiation . irradiation induced _PROTEIN_ _BLANKM_ foci are clearly visible in _BLANKL_ of the irradiated plants .,N
immunolocalisation of _BLANKP_ _METHOD_ in _BLANKL_ of gfp plants fixed just before and or hours after gy gamma irradiation . irradiation induced _PROTEIN_ _BLANKM_ foci are clearly visible in _LOCATION_ of the irradiated plants .,N
immunolocalisation of _BLANKP_ _BLANKM_ in _LOCATION_ of gfp plants fixed just before and or hours after gy gamma irradiation . irradiation induced _PROTEIN_ _METHOD_ foci are clearly visible in _BLANKL_ of the irradiated plants .,N
