Input,Output
at jxb online _BLANKP_ _BLANKM_ and _BLANKP_ _BLANKM_ were trapped within the lumens of enlarged _LOCATION_ s similar to the effects of _PROTEIN_ while and remained on the limiting membranes .,Y
_BLANKM_ tagged wt _BLANKP_ labelled punctate structures whereas the constitutively active mutant _METHOD_ _PROTEIN_ localized to ring like structures .,Y
to investigate the membrane nature of these ring like structures _BLANKM_ _BLANKP_ was transiently co expressed with the _METHOD_ tagged _LOCATION_ marker _BLANKP_ the tgn marker _PROTEIN_ or the _BLANKL_ marker _BLANKP_ in arabidopsis protoplasts .,Y
_METHOD_ _PROTEIN_ was transiently co expressed with the mrfp tagged _BLANKL_ marker _BLANKM_ _BLANKP_ the _BLANKL_ marker _BLANKM_ _BLANKP_ or the _BLANKL_ marker _BLANKP_ _BLANKM_ in arabidopsis protoplasts followed by confocal imaging .,Y
_BLANKM_ _BLANKP_ was transiently co expressed with the mrfp tagged _BLANKL_ marker _BLANKM_ _BLANKP_ the _LOCATION_ marker _METHOD_ _PROTEIN_ or the _BLANKL_ marker _BLANKP_ _BLANKM_ in arabidopsis protoplasts followed by confocal imaging .,Y
only _BLANKM_ _BLANKP_ co localized with _METHOD_ _PROTEIN_ on the membranes of enlarged spheres which supports the _LOCATION_ derived nature of these ring like structures .,Y
the gfp fusion construct _METHOD_ _PROTEIN_ or the gtp bound mutant _BLANKM_ _BLANKP_ were transiently expressed in arabidopsis protoplasts followed by confocal imaging .,Y
materials and methods preparation of constructs a two step cloning procedure was used to generate the final construct which contained the hsp _METHOD_ _PROTEIN_ for agrobacterium tumefaciens mediated transformation of arabidopsis psbd cells .,Y
_BLANKP_ _BLANKM_ and _BLANKP_ _BLANKM_ were trapped within the lumen of enlarged _BLANKL_ for further vacuolar targeting and degradation while _PROTEIN_ _BLANKP_ and _BLANKP_ were localized to the limiting membrane of enlarged _LOCATION_ but not internalized into,Y
dynamic study of gfp fusions in transgenic cells by spinning disc confocal microscopy transgenic arabidopsis cells expressing _METHOD_ _PROTEIN_ were subjected to either a brief heat shock treatment or standard incubation before being observed by confocal microscopy .,Y
_BLANKP_ _BLANKM_ and _PROTEIN_ _METHOD_ were trapped within the lumen of enlarged _BLANKL_ for further vacuolar targeting and degradation while _BLANKP_ _BLANKP_ and _BLANKP_ were localized to the limiting membrane of enlarged _BLANKL_ but not internalized into,Y
_BLANKM_ _BLANKP_ was transiently co expressed with the mrfp tagged _BLANKL_ marker _BLANKM_ _BLANKP_ the _BLANKL_ marker _BLANKM_ _BLANKP_ or the _LOCATION_ marker _PROTEIN_ _METHOD_ in arabidopsis protoplasts followed by confocal imaging .,Y
mrfp was transiently co expressed with _PROTEIN_ _METHOD_ _BLANKP_ _BLANKM_ _BLANKP_ _BLANKM_ _BLANKP_ _BLANKM_ or _BLANKP_ _BLANKM_ in arabidopsis protoplasts followed by confocal imaging .,Y
these results indicate that the larger ring like structures are derived largely from the active fusion of smaller gfp positive structures and that _METHOD_ _PROTEIN_ is likely to accumulate on the _LOCATION_ and to promote vacuole fusion .,Y
mrfp was transiently co expressed with _BLANKP_ _BLANKM_ _BLANKP_ _BLANKM_ _BLANKP_ _BLANKM_ _BLANKP_ _BLANKM_ or _PROTEIN_ _METHOD_ in arabidopsis protoplasts followed by confocal imaging .,Y
