Input,Output
_PROTEIN_ and _BLANKP_ are located at the _LOCATION_ the predicted tmd in picl and picc is located amino acids from the c terminus .,Y
_LOCATION_ resident gfp fusion proteins with known topology _METHOD_ _PROTEIN_ _BLANKM_ _BLANKP_ with gfp facing the er lumen and cxn photoactivatable gfp _BLANKP_ _BLANKM_ with pagfp facing the cytoplasm were used as controls .,Y
when gfp picc and gfp picl were coexpressed with the _BLANKL_ and _LOCATION_ markers _BLANKM_ _BLANKP_ and _METHOD_ _PROTEIN_ respectively no colocalization was observed .,Y
_METHOD_ _PROTEIN_ and _BLANKM_ _BLANKP_ colocalized with the _LOCATION_ marker .,Y
when gfp picc and gfp picl were coexpressed with the _LOCATION_ and _BLANKL_ markers _METHOD_ _PROTEIN_ and _BLANKM_ _BLANKP_ respectively no colocalization was observed .,Y
_BLANKM_ _BLANKP_ and _PROTEIN_ _METHOD_ used as controls for protease protection assay were kindly donated by chris hawes oxford brookes university .,Y
when gfp picc and gfp picl were coexpressed with the _BLANKL_ and _LOCATION_ markers _METHOD_ _PROTEIN_ and _BLANKM_ _BLANKP_ respectively no colocalization was observed .,Y
_BLANKM_ _BLANKP_ and _METHOD_ _PROTEIN_ colocalized with the _LOCATION_ marker .,Y
generation and selection of arabidopsis transgenic lines transgenic lines _METHOD_ _PROTEIN_ _BLANKM_ _BLANKP_ gfp gfp _BLANKM_ _BLANKP_ _BLANKM_ _BLANKP_ ppicc gus ppicl gus were generated by transforming arabidopsis wild type col plants with agrobacterium strain carrying individual plasmids by the floral dipping method .,Y
_PROTEIN_ and _BLANKP_ _METHOD_ fusion proteins are anchored to the cytoplasmic surface of the _LOCATION_ membrane by a c terminal transmembrane domain and a short tail domain via a tail anchoring mechanism .,Y
figure _PROTEIN_ and _BLANKP_ are associated with the _LOCATION_ via their c terminal transmembrane domain .,Y
together these data suggest that _BLANKP_ and _PROTEIN_ are _LOCATION_ localized tail anchored proteins with the n terminal long coiled coil domains facing the cytoplasm .,Y
er morphology is not altered in picc picl mutant plants since _BLANKM_ _BLANKP_ and _METHOD_ _PROTEIN_ are localized at the _LOCATION_ in arabidopsis we investigated the er morphology in picc picl double mutant plants .,Y
_BLANKM_ _BLANKP_ and _METHOD_ _PROTEIN_ labeled a sharp reticulate network pattern and colocalized with the _LOCATION_ marker .,Y
