Input,Output
_PROTEIN_ _METHOD_ constructs and imaging the open reading frame of or a genomic fragment containing bp of upstream sequence and the entire gene without the stop codon were amplified by pcr from,Y
expression of _PROTEIN_ _METHOD_ under the control of the endogenous promoter was able to restore growth of homozygous mutant embryos .,Y
expression of _PROTEIN_ _METHOD_ complements the t dna insertion lines and indicates a purely _LOCATION_ localisation of _BLANKP_ surprisingly crossing of mutants with plants overexpressing a gfp fusion protein under control of the cauliflower mosaic virus promoter did not allow the generation of plants that were homozygous for the,Y
the analysis of _PROTEIN_ _METHOD_ fluorescence in planta supported an exclusively _LOCATION_ localisation of .,Y
expression of _BLANKP_ _BLANKM_ complements the t dna insertion lines and indicates a purely _LOCATION_ localisation of _PROTEIN_ surprisingly crossing of mutants with plants overexpressing a gfp fusion protein under control of the cauliflower mosaic virus promoter did not allow the generation of plants that were homozygous for the,Y
analysis of gfp fluorescence in isolated protoplasts and in mesophyll cells revealed a uniform _LOCATION_ distribution of _PROTEIN_ _METHOD_ under both hypoosmotic and hyperosmotic conditions .,Y
expression of _PROTEIN_ _METHOD_ under the control of the endogenous promoter was able to restore growth of homozygous mutant embryos . the analysis of _BLANKP_ _BLANKM_ fluorescence in planta supported an exclusively _LOCATION_ localisation of .,N
expression of _PROTEIN_ _BLANKM_ under the control of the endogenous promoter was able to restore growth of homozygous mutant embryos . the analysis of _BLANKP_ _METHOD_ fluorescence in planta supported an exclusively _LOCATION_ localisation of .,N
expression of _BLANKP_ _METHOD_ under the control of the endogenous promoter was able to restore growth of homozygous mutant embryos . the analysis of _PROTEIN_ _BLANKM_ fluorescence in planta supported an exclusively _LOCATION_ localisation of .,N
expression of _BLANKP_ _METHOD_ complements the t dna insertion lines and indicates a purely _LOCATION_ localisation of _PROTEIN_ surprisingly crossing of mutants with plants overexpressing a gfp fusion protein under control of the cauliflower mosaic virus promoter did not allow the generation of plants that were homozygous for the,N
