Input,Output
figure time lapse images of _PROTEIN_ _METHOD_ aggregates with respect to the _LOCATION_ .,Y
an identical _LOCATION_ localization pattern was observed also in the arabidopsis protoplasts expressing split _METHOD_ fused _BLANKP_ and/or _PROTEIN_ reflecting the homo and heterooligomerization of its subunits respectively .,Y
when an empty puc spyne vector and _PROTEIN_ _BLANKP_ or _BLANKP_ fused to the c terminal halves of the _METHOD_ were used positive bifc signals that were homogeneously distributed in the _LOCATION_ or even localized in the _BLANKL_ were surprisingly found in several protoplasts .,Y
fusions of aldolase _BLANKP_ _BLANKP_ or _BLANKP_ and _PROTEIN_ with the n terminal or the c terminal half of the _METHOD_ are described as x yfp n or x yfp c respectively .,Y
time lapse images of the gapdh aggregates in relation to the actin cytoskeleton show _PROTEIN_ _METHOD_ aggregates moving along _LOCATION_ .,Y
beside this cytosolic compartmentation _BLANKP_ and _BLANKP_ interacted also in a locally accumulated way in some cases close to the stained _BLANKL_ which correlated with the microscopic observations regarding potential _LOCATION_ association of _PROTEIN_ _METHOD_,Y
results in vivo colocalization of gapc with mitochondria apart from the even _LOCATION_ distribution and the occasional _BLANKL_ localization of the _METHOD_ fused _PROTEIN_ _BLANKP_ and aldolase reported previously fluorescent signals appeared in a non homogeneous distribution as locally accumulated foci of _BLANKP_ _BLANKM_ and _BLANKP_ _BLANKM_ / _BLANKM_ in the _BLANKL_ of the transformed protoplasts .,Y
results in vivo colocalization of gapc with mitochondria apart from the even _BLANKL_ distribution and the occasional _BLANKL_ localization of the _BLANKM_ fused _BLANKP_ _BLANKP_ and aldolase reported previously fluorescent signals appeared in a non homogeneous distribution as locally accumulated foci of _PROTEIN_ _METHOD_ and _BLANKP_ _BLANKM_ / _BLANKM_ in the _LOCATION_ of the transformed protoplasts .,Y
results in vivo colocalization of gapc with mitochondria apart from the even _BLANKL_ distribution and the occasional _BLANKL_ localization of the _BLANKM_ fused _BLANKP_ _BLANKP_ and aldolase reported previously fluorescent signals appeared in a non homogeneous distribution as locally accumulated foci of _BLANKP_ _BLANKM_ and _PROTEIN_ _METHOD_ / _BLANKM_ in the _LOCATION_ of the transformed protoplasts .,Y
this approach enabled the observation of the punctuate signals emitted by _METHOD_ fusion _PROTEIN_ and showed that the clusters might move between actin fibrils but their direct association with stained actin filaments was not obvious .,Y
results in vivo colocalization of gapc with mitochondria apart from the even _BLANKL_ distribution and the occasional _BLANKL_ localization of the _BLANKM_ fused _BLANKP_ _BLANKP_ and aldolase reported previously fluorescent signals appeared in a non homogeneous distribution as locally accumulated foci of _BLANKP_ _BLANKM_ and _PROTEIN_ _BLANKM_ / _METHOD_ in the _LOCATION_ of the transformed protoplasts .,Y
