Input,Output
in the control experiment without bfa _PROTEIN_ _METHOD_ was still observed in the _BLANKL_ and in _LOCATION_ .,Y
transient transformation of n. benthamiana plants for sub cellular localization of to generate the _PROTEIN_ _METHOD_ construct the a. thaliana full length cdna clone was ordered at the riken genomic sciences complex .,Y
in addition _PROTEIN_ fused to the _METHOD_ coding sequence was transiently expressed in n. benthamiana leaves .,Y
altogether these results showed that _PROTEIN_ had an original dual localization to the _BLANKL_ and the _LOCATION_ .,Y
altogether these results showed that _PROTEIN_ had an original dual localization to the _LOCATION_ and the _BLANKL_ .,Y
figure _PROTEIN_ _METHOD_ is dually targeted to the _LOCATION_ and the _BLANKL_ .,Y
in presence of bfa the _PROTEIN_ _METHOD_ fluorescence was strictly restricted to the _LOCATION_ _BLANKL_ hybrid and bfa compartments .,Y
note that under plasmolysis the tagrfp fluorescence in the cell wall is excluded from the pm fluorescence of yfp and that the additional co localization of _PROTEIN_ _METHOD_ fluorescence with the chlorophyll auto fluorescence indicates its _LOCATION_ localization .,Y
furthermore transient _PROTEIN_ _METHOD_ over expression in nicotiana benthamiana leaf epidermal cells resulted in its localization to the _LOCATION_ as expected but surprisingly also to the _BLANKL_ indicating an original dual trafficking for a nsltp .,Y
figure _PROTEIN_ _METHOD_ is dually targeted to the _BLANKL_ and the _LOCATION_ .,Y
the fusion protein tagrfp displayed in was produced together with the _LOCATION_ marker _PROTEIN_ _METHOD_ in nicotiana benthamiana leaves .,Y
a specific tagrfp fluorescence signal was observed at the cell periphery but was difficult to distinguish from the co transformed _PROTEIN_ _METHOD_ _LOCATION_ marker .,Y
in presence of bfa the _PROTEIN_ _METHOD_ fluorescence was strictly restricted to the _BLANKL_ _LOCATION_ hybrid and bfa compartments .,Y
furthermore transient _PROTEIN_ _METHOD_ over expression in nicotiana benthamiana leaf epidermal cells resulted in its localization to the _BLANKL_ as expected but surprisingly also to the _LOCATION_ indicating an original dual trafficking for a nsltp .,Y
_PROTEIN_ _METHOD_ was strongly visualized in _LOCATION_ thus confirming this unexpected localization .,Y
in the control experiment without bfa _PROTEIN_ _METHOD_ was still observed in the _LOCATION_ and in _BLANKL_ .,Y
it co localized with the sp _METHOD_ _PROTEIN_ marker of the _LOCATION_ compartment suggesting that tagrfp was redistributed in the oversized er golgi modified structures as previously described .,Y
to further clarify the mechanism of transport to the plastids _PROTEIN_ _METHOD_ was produced in n. benthamiana leaves in the presence of brefeldin a a drug used to prevent the endoplasmic reticulum to golgi trafficking .,Y
in addition _PROTEIN_ fused to the _METHOD_ coding sequence was transiently expressed in n. benthamiana leaves . _BLANKP_ _BLANKM_ was strongly visualized in _LOCATION_ thus confirming this unexpected localization .,N
in addition _PROTEIN_ fused to the _BLANKM_ coding sequence was transiently expressed in n. benthamiana leaves . _BLANKP_ _METHOD_ was strongly visualized in _LOCATION_ thus confirming this unexpected localization .,N
in addition _BLANKP_ fused to the _METHOD_ coding sequence was transiently expressed in n. benthamiana leaves . _PROTEIN_ _BLANKM_ was strongly visualized in _LOCATION_ thus confirming this unexpected localization .,N
altogether these results showed that _PROTEIN_ had an original dual localization to the _LOCATION_ and the _BLANKL_ . to further clarify the mechanism of transport to the plastids _BLANKP_ _METHOD_ was produced in n. benthamiana leaves in the presence of brefeldin a a drug used to prevent the endoplasmic reticulum to golgi trafficking .,N
altogether these results showed that _PROTEIN_ had an original dual localization to the _BLANKL_ and the _LOCATION_ . to further clarify the mechanism of transport to the plastids _BLANKP_ _METHOD_ was produced in n. benthamiana leaves in the presence of brefeldin a a drug used to prevent the endoplasmic reticulum to golgi trafficking .,N
altogether these results showed that _PROTEIN_ had an original dual localization to the _BLANKL_ and the _BLANKL_ . to further clarify the mechanism of transport to the plastids _BLANKP_ _METHOD_ was produced in n. benthamiana leaves in the presence of brefeldin a a drug used to prevent the endoplasmic reticulum to golgi trafficking . in presence of bfa the _BLANKP_ _BLANKM_ fluorescence was strictly restricted to the _LOCATION_ _BLANKL_ hybrid and bfa compartments .,N
altogether these results showed that _PROTEIN_ had an original dual localization to the _BLANKL_ and the _BLANKL_ . to further clarify the mechanism of transport to the plastids _BLANKP_ _METHOD_ was produced in n. benthamiana leaves in the presence of brefeldin a a drug used to prevent the endoplasmic reticulum to golgi trafficking . in presence of bfa the _BLANKP_ _BLANKM_ fluorescence was strictly restricted to the _BLANKL_ _LOCATION_ hybrid and bfa compartments .,N
altogether these results showed that _BLANKP_ had an original dual localization to the _LOCATION_ and the _BLANKL_ . to further clarify the mechanism of transport to the plastids _PROTEIN_ _METHOD_ was produced in n. benthamiana leaves in the presence of brefeldin a a drug used to prevent the endoplasmic reticulum to golgi trafficking .,N
altogether these results showed that _BLANKP_ had an original dual localization to the _BLANKL_ and the _LOCATION_ . to further clarify the mechanism of transport to the plastids _PROTEIN_ _METHOD_ was produced in n. benthamiana leaves in the presence of brefeldin a a drug used to prevent the endoplasmic reticulum to golgi trafficking .,N
to further clarify the mechanism of transport to the plastids _PROTEIN_ _METHOD_ was produced in n. benthamiana leaves in the presence of brefeldin a a drug used to prevent the endoplasmic reticulum to golgi trafficking . in presence of bfa the _BLANKP_ _BLANKM_ fluorescence was strictly restricted to the _LOCATION_ _BLANKL_ hybrid and bfa compartments .,N
to further clarify the mechanism of transport to the plastids _PROTEIN_ _METHOD_ was produced in n. benthamiana leaves in the presence of brefeldin a a drug used to prevent the endoplasmic reticulum to golgi trafficking . in presence of bfa the _BLANKP_ _BLANKM_ fluorescence was strictly restricted to the _BLANKL_ _LOCATION_ hybrid and bfa compartments .,N
altogether these results showed that _BLANKP_ had an original dual localization to the _LOCATION_ and the _BLANKL_ . to further clarify the mechanism of transport to the plastids _PROTEIN_ _BLANKM_ was produced in n. benthamiana leaves in the presence of brefeldin a a drug used to prevent the endoplasmic reticulum to golgi trafficking . in presence of bfa the _BLANKP_ _METHOD_ fluorescence was strictly restricted to the _BLANKL_ _BLANKL_ hybrid and bfa compartments .,N
altogether these results showed that _BLANKP_ had an original dual localization to the _BLANKL_ and the _LOCATION_ . to further clarify the mechanism of transport to the plastids _PROTEIN_ _BLANKM_ was produced in n. benthamiana leaves in the presence of brefeldin a a drug used to prevent the endoplasmic reticulum to golgi trafficking . in presence of bfa the _BLANKP_ _METHOD_ fluorescence was strictly restricted to the _BLANKL_ _BLANKL_ hybrid and bfa compartments .,N
to further clarify the mechanism of transport to the plastids _PROTEIN_ _BLANKM_ was produced in n. benthamiana leaves in the presence of brefeldin a a drug used to prevent the endoplasmic reticulum to golgi trafficking . in presence of bfa the _BLANKP_ _METHOD_ fluorescence was strictly restricted to the _LOCATION_ _BLANKL_ hybrid and bfa compartments .,N
to further clarify the mechanism of transport to the plastids _PROTEIN_ _BLANKM_ was produced in n. benthamiana leaves in the presence of brefeldin a a drug used to prevent the endoplasmic reticulum to golgi trafficking . in presence of bfa the _BLANKP_ _METHOD_ fluorescence was strictly restricted to the _BLANKL_ _LOCATION_ hybrid and bfa compartments .,N
to further clarify the mechanism of transport to the plastids _PROTEIN_ _BLANKM_ was produced in n. benthamiana leaves in the presence of brefeldin a a drug used to prevent the endoplasmic reticulum to golgi trafficking . in presence of bfa the _BLANKP_ _METHOD_ fluorescence was strictly restricted to the _BLANKL_ _BLANKL_ hybrid and bfa compartments . it co localized with the sp _BLANKM_ _BLANKP_ marker of the _LOCATION_ compartment suggesting that tagrfp was redistributed in the oversized er golgi modified structures as previously described .,N
to further clarify the mechanism of transport to the plastids _PROTEIN_ _BLANKM_ was produced in n. benthamiana leaves in the presence of brefeldin a a drug used to prevent the endoplasmic reticulum to golgi trafficking . in presence of bfa the _BLANKP_ _BLANKM_ fluorescence was strictly restricted to the _LOCATION_ _BLANKL_ hybrid and bfa compartments . it co localized with the sp _METHOD_ _BLANKP_ marker of the _BLANKL_ compartment suggesting that tagrfp was redistributed in the oversized er golgi modified structures as previously described .,N
to further clarify the mechanism of transport to the plastids _PROTEIN_ _BLANKM_ was produced in n. benthamiana leaves in the presence of brefeldin a a drug used to prevent the endoplasmic reticulum to golgi trafficking . in presence of bfa the _BLANKP_ _BLANKM_ fluorescence was strictly restricted to the _BLANKL_ _LOCATION_ hybrid and bfa compartments . it co localized with the sp _METHOD_ _BLANKP_ marker of the _BLANKL_ compartment suggesting that tagrfp was redistributed in the oversized er golgi modified structures as previously described .,N
altogether these results showed that _BLANKP_ had an original dual localization to the _LOCATION_ and the _BLANKL_ . to further clarify the mechanism of transport to the plastids _BLANKP_ _METHOD_ was produced in n. benthamiana leaves in the presence of brefeldin a a drug used to prevent the endoplasmic reticulum to golgi trafficking . in presence of bfa the _PROTEIN_ _BLANKM_ fluorescence was strictly restricted to the _BLANKL_ _BLANKL_ hybrid and bfa compartments .,N
