Input,Output
n. benthamiana leaves were transiently co transformed with _BLANKP_ _BLANKM_ and _PROTEIN_ _METHOD_ constructs labeling _BLANKL_ s and _LOCATION_ membranes respectively .,Y
without the stop codon were subsequently transferred by recombinational cloning technology in diverse destination vectors under the promoter in and and under the promoter in pubnyfp or pubc _BLANKM_ to obtain _BLANKM_ _BLANKP_ _BLANKP_ _BLANKM_ _BLANKM_ _BLANKP_ and _PROTEIN_ _METHOD_ constructs respectively .,Y
_BLANKP_ _BLANKM_ co localized with cytosolic mobile particles stained with the neutral _BLANKL_ specific fluorescent dye bodipy suggesting that _PROTEIN_ localizes to _LOCATION_ rich bodies .,Y
without the stop codon were subsequently transferred by recombinational cloning technology in diverse destination vectors under the promoter in and and under the promoter in pubnyfp or pubc _BLANKM_ to obtain _BLANKM_ _BLANKP_ _PROTEIN_ _METHOD_ _BLANKM_ _BLANKP_ and _BLANKP_ _BLANKM_ constructs respectively .,Y
without the stop codon were subsequently transferred by recombinational cloning technology in diverse destination vectors under the promoter in and and under the promoter in pubnyfp or pubc _BLANKM_ to obtain _METHOD_ _PROTEIN_ _BLANKP_ _BLANKM_ _BLANKM_ _BLANKP_ and _BLANKP_ _BLANKM_ constructs respectively .,Y
in arabidopsis cotyledons _PROTEIN_ fused to _METHOD_ at its n terminal end co localized with cytosolic particles stained with the neutral _LOCATION_ specific fluorescent dye bodipy suggesting that these structures are lipid rich bodies .,Y
without the stop codon were subsequently transferred by recombinational cloning technology in diverse destination vectors under the promoter in and and under the promoter in pubnyfp or pubc _BLANKM_ to obtain _BLANKM_ _BLANKP_ _BLANKP_ _BLANKM_ _METHOD_ _PROTEIN_ and _BLANKP_ _BLANKM_ constructs respectively .,Y
the colocalization of _PROTEIN_ _METHOD_ protein with the neutral _LOCATION_ specific dye bodipy,Y
as shown in figure the transient expression of _PROTEIN_ in tobacco leaves was sufficient to induce the formation of _LOCATION_ clusters similar to that observed in stably transformed arabidopsis .,Y
_BLANKP_ _BLANKM_ co localized with cytosolic mobile particles stained with the neutral _BLANKL_ specific fluorescent dye bodipy suggesting that _BLANKP_ localizes to _LOCATION_ rich bodies . a similar localization was observed with _PROTEIN_ constructs fused to _METHOD_ or tagrfp either at,Y
in order to obtain a better vision of the position of lds in the er network n. benthamiana leaves were transiently co transformed with _PROTEIN_ _METHOD_ and a fluorescent marker of the _BLANKL_ _BLANKP_ _BLANKM_ .,Y
_PROTEIN_ _METHOD_ co localized with cytosolic mobile particles stained with the neutral _LOCATION_ specific fluorescent dye bodipy suggesting that _BLANKP_ localizes to _BLANKL_ rich bodies .,Y
n. benthamiana leaves were transiently co transformed with _PROTEIN_ _METHOD_ and _BLANKP_ _BLANKM_ constructs labeling _LOCATION_ s and _BLANKL_ membranes respectively .,Y
deconvolution after confocal imaging of epidermal cells demonstrates multiple contact sites between lds and the er network and _PROTEIN_ _METHOD_ localization at the _LOCATION_ periphery .,Y
in order to obtain a better vision of the position of lds in the er network n. benthamiana leaves were transiently co transformed with _BLANKP_ _BLANKM_ and a fluorescent marker of the _LOCATION_ _PROTEIN_ _METHOD_ .,Y
when transiently co expressed with _PROTEIN_ _METHOD_ constructs in n. benthamiana leaves the,Y
n. benthamiana leaves were transiently co transformed with _PROTEIN_ _METHOD_ and _BLANKP_ _BLANKM_ constructs labeling _BLANKL_ s and _LOCATION_ membranes respectively .,N
n. benthamiana leaves were transiently co transformed with _PROTEIN_ _METHOD_ and _BLANKP_ _BLANKM_ constructs labeling _BLANKL_ s and _BLANKL_ membranes respectively . deconvolution after confocal imaging of epidermal cells demonstrates multiple contact sites between lds and the er network and _BLANKP_ _BLANKM_ localization at the _LOCATION_ periphery .,N
n. benthamiana leaves were transiently co transformed with _PROTEIN_ _BLANKM_ and _BLANKP_ _METHOD_ constructs labeling _LOCATION_ s and _BLANKL_ membranes respectively .,N
n. benthamiana leaves were transiently co transformed with _PROTEIN_ _BLANKM_ and _BLANKP_ _METHOD_ constructs labeling _BLANKL_ s and _LOCATION_ membranes respectively .,N
n. benthamiana leaves were transiently co transformed with _PROTEIN_ _BLANKM_ and _BLANKP_ _METHOD_ constructs labeling _BLANKL_ s and _BLANKL_ membranes respectively . deconvolution after confocal imaging of epidermal cells demonstrates multiple contact sites between lds and the er network and _BLANKP_ _BLANKM_ localization at the _LOCATION_ periphery .,N
n. benthamiana leaves were transiently co transformed with _PROTEIN_ _BLANKM_ and _BLANKP_ _BLANKM_ constructs labeling _LOCATION_ s and _BLANKL_ membranes respectively . deconvolution after confocal imaging of epidermal cells demonstrates multiple contact sites between lds and the er network and _BLANKP_ _METHOD_ localization at the _BLANKL_ periphery .,N
n. benthamiana leaves were transiently co transformed with _PROTEIN_ _BLANKM_ and _BLANKP_ _BLANKM_ constructs labeling _BLANKL_ s and _LOCATION_ membranes respectively . deconvolution after confocal imaging of epidermal cells demonstrates multiple contact sites between lds and the er network and _BLANKP_ _METHOD_ localization at the _BLANKL_ periphery .,N
n. benthamiana leaves were transiently co transformed with _PROTEIN_ _BLANKM_ and _BLANKP_ _BLANKM_ constructs labeling _BLANKL_ s and _BLANKL_ membranes respectively . deconvolution after confocal imaging of epidermal cells demonstrates multiple contact sites between lds and the er network and _BLANKP_ _METHOD_ localization at the _LOCATION_ periphery .,N
n. benthamiana leaves were transiently co transformed with _BLANKP_ _METHOD_ and _PROTEIN_ _BLANKM_ constructs labeling _LOCATION_ s and _BLANKL_ membranes respectively .,N
n. benthamiana leaves were transiently co transformed with _BLANKP_ _METHOD_ and _PROTEIN_ _BLANKM_ constructs labeling _BLANKL_ s and _LOCATION_ membranes respectively .,N
n. benthamiana leaves were transiently co transformed with _BLANKP_ _METHOD_ and _PROTEIN_ _BLANKM_ constructs labeling _BLANKL_ s and _BLANKL_ membranes respectively . deconvolution after confocal imaging of epidermal cells demonstrates multiple contact sites between lds and the er network and _BLANKP_ _BLANKM_ localization at the _LOCATION_ periphery .,N
n. benthamiana leaves were transiently co transformed with _BLANKP_ _BLANKM_ and _PROTEIN_ _METHOD_ constructs labeling _LOCATION_ s and _BLANKL_ membranes respectively .,N
n. benthamiana leaves were transiently co transformed with _BLANKP_ _BLANKM_ and _PROTEIN_ _METHOD_ constructs labeling _BLANKL_ s and _BLANKL_ membranes respectively . deconvolution after confocal imaging of epidermal cells demonstrates multiple contact sites between lds and the er network and _BLANKP_ _BLANKM_ localization at the _LOCATION_ periphery .,N
