Input,Output
the endodermal cells of the transgenic plant expressing _METHOD_ _PROTEIN_ _BLANKM_ _BLANKP_ a _LOCATION_ marker under control of the scr promoter were observed using a spinning disk confocal microscopy .,Y
we crossed gfp with several transgenic plants as follows _BLANKP_ pro _BLANKM_ er _BLANKL_ localization signal sequence /wt scrpro _PROTEIN_ _METHOD_ /wt _BLANKP_ positive _LOCATION_ scrpro _BLANKM_ _BLANKP_ /wt _BLANKP_ positive _BLANKL_ and _BLANKM_ _BLANKP_ / _BLANKL_ and generated plants that harbored homozygous forms of the transgenes and the mutation .,Y
we crossed gfp with several transgenic plants as follows _BLANKP_ pro _BLANKM_ er _BLANKL_ localization signal sequence /wt scrpro _BLANKP_ _BLANKM_ /wt _BLANKP_ positive _BLANKL_ scrpro _METHOD_ _PROTEIN_ /wt _BLANKP_ positive _LOCATION_ and _BLANKM_ _BLANKP_ / _BLANKL_ and generated plants that harbored homozygous forms of the transgenes and the mutation .,Y
we crossed gfp with several transgenic plants as follows _BLANKP_ pro _BLANKM_ er _BLANKL_ localization signal sequence /wt scrpro _BLANKP_ _BLANKM_ /wt _BLANKP_ positive _BLANKL_ scrpro _BLANKM_ _BLANKP_ /wt _PROTEIN_ positive _LOCATION_ and _BLANKM_ _BLANKP_ / _BLANKL_ and generated plants that harbored homozygous forms of the transgenes and the mutation .,Y
we next observed the endodermis of a transgenic plant that expresses _METHOD_ _PROTEIN_ _BLANKP_ a marker for _LOCATION_ under control of the scr promoter .,Y
the endodermal cells in stems of _METHOD_ _PROTEIN_ and _BLANKM_ _BLANKP_ were observed .,Y
the endodermal cells of the transgenic plant expressing _BLANKM_ _BLANKP_ _METHOD_ _PROTEIN_ a _LOCATION_ marker under control of the scr promoter were observed using a spinning disk confocal microscopy .,Y
_PROTEIN_ _BLANKP_ is mainly localized to the _BLANKL_ _LOCATION_ .,Y
_BLANKP_ _PROTEIN_ is mainly localized to the _LOCATION_ _BLANKL_ .,Y
we crossed gfp with several transgenic plants as follows _BLANKP_ pro _BLANKM_ er _BLANKL_ localization signal sequence /wt scrpro _BLANKP_ _BLANKM_ /wt _BLANKP_ positive _BLANKL_ scrpro _BLANKM_ _BLANKP_ /wt _BLANKP_ positive _BLANKL_ and _METHOD_ _PROTEIN_ / _LOCATION_ and generated plants that harbored homozygous forms of the transgenes and the mutation .,Y
