Input,Output
_BLANKP_ is localized to the _BLANKL_ of pollen tubes to provide evidence for the subcellular location of fluorescence confocal microscopy was used to image _METHOD_ _PROTEIN_ in pollen .,Y
b and c _METHOD_ _PROTEIN_ in showing a tip focused _LOCATION_ localization at the emerging tube and the tip shank during tube extension .,Y
_PROTEIN_ is localized to the _LOCATION_ of pollen tubes to provide evidence for the subcellular location of fluorescence confocal microscopy was used to image _BLANKM_ _BLANKP_ in pollen .,Y
i gfp encodes a _METHOD_ tagged _PROTEIN_ expressed under the control of a promoter .,Y
d a non rescued pollen from _METHOD_ _PROTEIN_ showing a typical bursting event at germination .,Y
_PROTEIN_ is localized to the _LOCATION_ of pollen tubes to provide evidence for the subcellular location of fluorescence confocal microscopy was used to image _METHOD_ _BLANKP_ in pollen .,N
_BLANKP_ is localized to the _LOCATION_ of pollen tubes to provide evidence for the subcellular location of fluorescence confocal microscopy was used to image _METHOD_ _PROTEIN_ in pollen .,N
b and c _BLANKM_ _PROTEIN_ in showing a tip focused _LOCATION_ localization at the emerging tube and the tip shank during tube extension . d a non rescued pollen from _METHOD_ _BLANKP_ showing a typical bursting event at germination .,N
b and c _METHOD_ _BLANKP_ in showing a tip focused _LOCATION_ localization at the emerging tube and the tip shank during tube extension . d a non rescued pollen from _BLANKM_ _PROTEIN_ showing a typical bursting event at germination .,N
b and c _BLANKM_ _BLANKP_ in showing a tip focused _LOCATION_ localization at the emerging tube and the tip shank during tube extension . d a non rescued pollen from _METHOD_ _PROTEIN_ showing a typical bursting event at germination .,N
